generation,system_prompt,objective_score,target_logprob,target_rank,answer
137,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
138,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
139,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
140,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
141,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
142,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
143,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
144,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
145,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
146,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
147,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
148,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 225, 401, 401, 375, 786, 786, 225, 197, 007, 075, 045, 900, 101",-4.53125,,,
149,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
150,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,-4.6015625,13,
151,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
152,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
153,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
154,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
155,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
156,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
157,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
158,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
159,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
160,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
161,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
162,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
163,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
164,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
165,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
166,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
167,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
168,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
169,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
170,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
171,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
172,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
173,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
174,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
175,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,-4.6015625,13,
176,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
177,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
178,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
179,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
180,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
181,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
182,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
183,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
184,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 777, 370, 477, 007, 786, 786, 786, 786, 135, 281, 786, 786, 786, 225, 197, 175, 007, 045, 900, 101",-4.4609375,,,
185,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 838, 225, 786, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.4453125,,,
186,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 838, 225, 786, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.4453125,,,
187,"401, 098, 140, 587, 000, 153, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 838, 225, 786, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.4453125,,,
188,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
189,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
190,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
191,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
192,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
193,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
194,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
195,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
196,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
197,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
198,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
199,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
200,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,-4.5625,13,
201,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
202,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
203,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
204,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
205,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 786, 786, 786, 225, 197, 175, 007, 035, 900, 101",-4.3828125,,,
206,"401, 098, 227, 464, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.375,,,
207,"401, 098, 227, 464, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.375,,,
208,"401, 098, 227, 464, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.375,,,
209,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.359375,,,
210,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.359375,,,
211,"401, 098, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.359375,,,
212,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 786, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.046875,,,
213,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 786, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.046875,,,
214,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 786, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.046875,,,
215,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 786, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.046875,,,
216,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 786, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.046875,,,
217,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 786, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.046875,,,
218,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 786, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.046875,,,
219,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 786, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.046875,,,
220,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 786, 229, 786, 786, 225, 197, 175, 007, 035, 900, 719",-4.046875,,,
221,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 229, 786, 786, 225, 197, 175, 007, 425, 900, 719",-3.984375,,,
222,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 256, 370, 477, 007, 786, 786, 786, 786, 225, 197, 229, 786, 786, 225, 197, 175, 007, 425, 900, 719",-3.984375,,,
223,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 786, 786, 786, 225, 519, 175, 007, 035, 900, 719",-3.921875,,,
224,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 786, 786, 786, 225, 519, 175, 007, 035, 900, 719",-3.921875,,,
225,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 786, 786, 786, 225, 375, 175, 007, 143, 900, 719",-3.859375,-4.125,9,
226,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 786, 786, 786, 225, 375, 175, 007, 143, 900, 719",-3.859375,,,
227,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 786, 786, 786, 225, 375, 175, 007, 143, 900, 719",-3.859375,,,
228,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 786, 786, 786, 225, 375, 175, 007, 143, 900, 719",-3.859375,,,
229,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 786, 786, 786, 225, 375, 175, 007, 143, 900, 719",-3.859375,,,
230,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 219, 786, 786, 786, 225, 329, 175, 007, 035, 900, 719",-3.84375,,,
231,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 219, 786, 786, 786, 225, 329, 175, 007, 035, 900, 719",-3.84375,,,
232,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 219, 786, 786, 786, 225, 329, 175, 007, 035, 900, 719",-3.84375,,,
233,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 134, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.7890625,,,
234,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 370, 325, 786, 786, 786, 786, 225, 232, 175, 007, 325, 900, 719",-3.7578125,,,
235,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 786, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.75,,,
236,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 786, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.75,,,
237,"007, 401, 140, 587, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 786, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.75,,,
238,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.6328125,,,
239,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.6328125,,,
240,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.6328125,,,
241,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.6328125,,,
242,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.6328125,,,
243,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.6328125,,,
244,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.6328125,,,
245,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.6328125,,,
246,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 197, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.6328125,,,
247,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 277, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.609375,,,
248,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 277, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.609375,,,
249,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 818, 370, 477, 007, 786, 786, 786, 786, 135, 277, 229, 786, 786, 225, 329, 175, 007, 325, 900, 719",-3.609375,,,
250,"007, 401, 150, 587, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 579, 786, 786, 225, 329, 435, 007, 325, 900, 719",-3.5234375,-3.857421875,7,
251,"007, 401, 150, 587, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 579, 786, 786, 225, 329, 435, 007, 325, 900, 719",-3.5234375,,,
252,"007, 401, 150, 587, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 579, 786, 786, 225, 329, 435, 007, 325, 900, 719",-3.5234375,,,
253,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 325, 145, 229, 786, 786, 225, 232, 435, 007, 325, 900, 719",-3.5,,,
254,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 325, 145, 229, 786, 786, 225, 232, 435, 007, 325, 900, 719",-3.5,,,
255,"007, 401, 150, 587, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 197, 175, 007, 125, 900, 073",-3.484375,,,
256,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 143, 175, 007, 325, 900, 719",-3.421875,,,
257,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 143, 175, 007, 325, 900, 719",-3.421875,,,
258,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 143, 175, 007, 325, 900, 719",-3.421875,,,
259,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 143, 175, 007, 325, 900, 719",-3.421875,,,
260,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 143, 175, 007, 325, 900, 719",-3.421875,,,
261,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 143, 457, 007, 325, 900, 719",-3.3828125,,,
262,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 143, 457, 007, 325, 900, 719",-3.3828125,,,
263,"007, 401, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 143, 457, 007, 325, 900, 719",-3.3828125,,,
264,"007, 401, 150, 587, 000, 334, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 825, 435, 007, 325, 900, 073",-3.328125,,,
265,"007, 401, 150, 587, 000, 334, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 825, 435, 007, 325, 900, 073",-3.328125,,,
266,"007, 401, 150, 587, 000, 334, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 825, 435, 007, 325, 900, 073",-3.328125,,,
267,"007, 401, 150, 587, 000, 334, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 825, 435, 007, 325, 900, 073",-3.328125,,,
268,"007, 236, 150, 542, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 125, 229, 786, 786, 225, 329, 435, 007, 325, 900, 073",-3.3125,,,
269,"007, 401, 150, 587, 000, 334, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 329, 127, 007, 895, 900, 073",-3.296875,,,
270,"007, 401, 150, 587, 000, 334, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 329, 127, 007, 895, 900, 073",-3.296875,,,
271,"007, 401, 150, 587, 000, 334, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 135, 197, 229, 786, 786, 225, 329, 127, 007, 895, 900, 073",-3.296875,,,
272,"007, 401, 150, 587, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 325, 431, 229, 786, 786, 225, 197, 435, 007, 895, 900, 073",-3.265625,,,
273,"007, 401, 150, 587, 000, 132, 767, 927, 073, 428, 580, 370, 477, 007, 786, 786, 786, 370, 325, 431, 229, 786, 786, 225, 197, 435, 007, 895, 900, 073",-3.265625,,,
